Name	Length	EffectiveLength	TPM	NumReads
FBtr0079938	1428	1227.567	3.524102	92.000
FBtr0077227	1279	1078.567	137.469648	3153.175
FBtr0091702	1278	1077.567	11.599977	265.825
FBtr0074882	2425	2224.567	9.086802	429.884
FBtr0332153	3588	3387.567	6.134775	441.958
FBtr0310476	2042	1841.567	2.245801	87.953
FBtr0100666	2416	2215.567	9.068484	427.281
FBtr0332726	2033	1832.567	2.230414	86.924
FBtr0080287	1089	888.567	15.235473	287.899
FBtr0309307	5887	5686.567	0.029491	3.566
FBtr0300898	5037	4836.567	0.014097	1.450
FBtr0080024	1050	849.567	12.384783	223.759
FBtr0077389	2263	2062.567	83.227433	3650.638
FBtr0290204	1958	1757.567	0.000000	0.000
FBtr0086689	848	647.567	28.723793	395.567
FBtr0306636	1574	1373.567	26.087674	762.043
FBtr0086687	1472	1271.567	39.032299	1055.498
FBtr0086690	2195	1994.567	0.925448	39.255
FBtr0086686	1532	1331.567	4.360311	123.474
FBtr0340359	2225	2024.567	0.919240	39.578
FBtr0301148	981	780.567	51.206010	850.012
FBtr0086684	908	707.567	1.023563	15.402
FBtr0306637	2237	2036.567	1.084811	46.984
FBtr0301149	1514	1313.567	2.190331	61.187
FBtr0086600	1106	905.567	6.880537	132.506
FBtr0331978	1118	917.567	25.065741	489.117
FBtr0078769	621	420.567	3125.354614	27953.000
FBtr0070712	1878	1677.567	0.812875	29.000
FBtr0343263	1108	907.567	0.157357	3.037
FBtr0343264	928	727.567	0.047682	0.738
FBtr0072024	920	719.567	0.048782	0.746
FBtr0113111	979	778.567	0.041960	0.695
FBtr0333452	4664	4463.567	0.114903	10.907
FBtr0333450	3996	3795.567	0.108920	8.792
FBtr0333451	4043	3842.567	0.159187	13.008
FBtr0300831	4092	3891.567	0.172702	14.293
FBtr0076303	1640	1439.567	1.077380	32.983
FBtr0076302	1655	1454.567	0.955957	29.571
FBtr0076301	2049	1848.567	59.178437	2326.446
FBtr0077098	1123	922.567	84.438273	1656.652
FBtr0070552	1047	846.567	0.064059	1.153
FBtr0075818	1346	1145.567	28.445828	693.000
FBtr0088789	1908	1707.567	9.362826	340.000
FBtr0304960	503	302.591	0.000000	0.000
FBtr0075249	843	642.567	0.219538	3.000
FBtr0084104	1804	1603.567	275.551562	9396.891
FBtr0336911	2177	1976.567	9.247188	388.701
FBtr0088974	1597	1396.567	13.532982	401.929
FBtr0100360	4963	4762.567	0.625207	63.323
FBtr0110880	2920	2719.567	0.163131	9.435
FBtr0334105	2225	2024.567	0.208222	8.965
FBtr0301185	2946	2745.567	0.175246	10.232
FBtr0110881	4262	4061.567	2.327586	201.045
FBtr0336928	1138	937.567	0.071583	1.427
FBtr0072107	995	794.567	0.152254	2.573
FBtr0085786	2956	2755.567	23.618213	1384.052
FBtr0085785	3082	2881.567	0.385208	23.606
FBtr0334549	2894	2693.567	1.265297	72.479
FBtr0334550	3020	2819.567	0.283394	16.993
FBtr0340191	4545	4344.567	7.678920	709.481
FBtr0073848	4477	4276.567	47.600397	4329.125
FBtr0078387	3371	3170.567	12.357940	833.254
FBtr0087487	2027	1826.567	15.517225	602.759
FBtr0083735	2688	2487.567	0.127507	6.745
FBtr0332539	2448	2247.567	0.215004	10.277
FBtr0077790	977	776.567	0.000000	0.000
FBtr0331440	941	740.567	0.000000	0.000
FBtr0331439	971	770.567	0.000000	0.000
FBtr0082634	1746	1545.567	16.307326	536.000
FBtr0079612	1320	1119.567	10.852457	258.388
FBtr0087980	1799	1598.567	0.101961	3.466
FBtr0087979	1558	1357.567	0.018558	0.536
FBtr0072044	1063	862.567	0.000000	0.000
FBtr0343206	1072	871.567	0.000000	0.000
FBtr0072043	1160	959.567	0.000000	0.000
FBtr0075225	1132	931.567	0.000000	0.000
FBtr0112489	446	245.844	15.150280	79.209
FBtr0339263	740	539.567	2.207772	25.333
FBtr0301018	2276	2075.567	2.401457	106.000
FBtr0302526	640	439.567	6.513149	60.885
FBtr0100009	3280	3079.567	5.940529	389.053
FBtr0089901	2338	2137.567	0.530814	24.130
FBtr0089902	1803	1602.567	0.508193	17.320
FBtr0300562	2617	2416.567	8.359753	429.622
FBtr0089900	2125	1924.567	0.502890	20.583
FBtr0089904	2355	2154.567	2.866917	131.362
FBtr0301521	2467	2266.567	4.618273	222.609
FBtr0089905	2568	2367.567	2.271616	114.375
FBtr0345390	5214	5013.567	1.285644	137.076
FBtr0331425	3556	3355.567	2.291015	163.489
FBtr0332155	4408	4207.567	6.511997	582.693
FBtr0075014	3541	3340.567	0.615727	43.742
FBtr0078874	603	402.567	0.000000	0.000
FBtr0083452	2975	2774.567	13.745752	811.069
FBtr0302317	2262	2061.567	16.996033	745.142
FBtr0333248	2543	2342.567	0.039161	1.951
FBtr0114524	2411	2210.567	0.043587	2.049
FBtr0273385	6171	5970.567	1.315919	167.086
FBtr0339307	6637	6436.567	0.673058	92.130
FBtr0273384	6439	6238.567	1.364639	181.049
FBtr0082117	3807	3606.567	1.681146	128.942
FBtr0082116	6303	6102.567	3.243640	420.959
FBtr0082118	4671	4470.567	2.446578	232.603
FBtr0085011	1569	1368.567	0.034359	1.000
FBtr0081174	4145	3944.567	0.298261	25.020
FBtr0081175	3934	3733.567	0.374498	29.735
FBtr0303241	4041	3840.567	0.871896	71.212
FBtr0081176	3893	3692.567	0.554388	43.535
FBtr0305129	2997	2796.567	21.711740	1291.261
FBtr0339156	2994	2793.567	4.382613	260.367
FBtr0339157	2988	2787.567	1.332185	78.974
FBtr0071784	2049	1848.567	0.305926	12.027
FBtr0071785	1989	1788.567	41.988106	1597.076
FBtr0089148	3050	2849.567	9.047349	548.270
FBtr0089147	2773	2572.567	5.745632	314.339
FBtr0089150	2762	2561.567	10.006085	545.085
FBtr0089146	2709	2508.567	4.758747	253.871
FBtr0308247	2614	2413.567	29.327439	1505.316
FBtr0089149	2840	2639.567	3.725343	209.119
FBtr0302559	2531	2330.567	0.030494	1.511
FBtr0346506	2597	2396.567	0.029208	1.489
FBtr0302190	3048	2847.567	3.735214	226.195
FBtr0086145	3054	2853.567	5.368771	325.805
FBtr0306281	375	177.483	0.000000	0.000
FBtr0306280	392	193.346	0.000000	0.000
FBtr0306258	4812	4611.567	5.990395	587.487
FBtr0073119	3828	3627.567	85.218638	6574.221
FBtr0073120	4106	3905.567	29.804082	2475.450
FBtr0073118	4763	4562.567	189.459849	18383.183
FBtr0337055	3442	3241.567	12.712776	876.374
FBtr0333895	3491	3290.567	7.988697	559.038
FBtr0337056	4046	3845.567	3.690446	301.810
FBtr0077442	1411	1210.567	6.914121	178.000
FBtr0076018	1266	1065.567	2.037460	46.170
FBtr0076017	963	762.567	10.102298	163.830
FBtr0339781	3357	3156.567	0.209174	14.042
FBtr0070778	3093	2892.567	0.438827	26.994
FBtr0344824	2804	2603.567	2.157711	119.469
FBtr0345292	830	629.567	434.049097	5811.321
FBtr0070983	837	636.567	6.503969	88.047
FBtr0070982	1100	899.567	5.367875	102.690
FBtr0070981	941	740.567	52.617242	828.679
FBtr0070980	854	653.567	2576.511310	35810.981
FBtr0307300	2919	2718.567	18.511746	1070.241
FBtr0113024	3030	2829.567	1.260491	75.850
FBtr0332600	2913	2712.567	0.475676	27.440
FBtr0083414	2815	2614.567	12.554932	698.085
FBtr0337043	3789	3588.567	2.633868	201.006
FBtr0077516	1338	1137.567	0.082672	2.000
FBtr0112524	1274	1073.567	2.404669	54.901
FBtr0089233	3691	3490.567	7.819958	580.490
FBtr0334626	3376	3175.567	3.477410	234.840
FBtr0310651	3526	3325.567	19.517259	1380.317
FBtr0089229	3501	3300.567	14.137859	992.354
FBtr0082920	981	780.567	0.060241	1.000
FBtr0077386	1734	1533.567	22.594694	736.891
FBtr0071106	2301	2100.567	0.067157	3.000
FBtr0070937	2201	2000.567	82.039917	3490.379
FBtr0070938	2487	2286.567	96.157076	4675.838
FBtr0070397	1267	1066.567	0.573140	13.000
FBtr0074346	819	618.567	0.076018	1.000
FBtr0071471	1606	1405.567	0.033475	1.001
FBtr0330316	1609	1408.567	0.033363	0.999
FBtr0074918	1253	1052.567	17.886253	400.372
FBtr0072124	2163	1962.567	18.115934	756.100
FBtr0071683	1189	988.567	60.606991	1274.157
FBtr0077403	1061	860.567	0.159031	2.910
FBtr0113021	1089	888.567	0.129325	2.444
FBtr0077402	1231	1030.567	0.071457	1.566
FBtr0077401	1011	810.567	0.294680	5.080
FBtr0300280	1584	1383.567	0.169932	5.000
FBtr0346378	3461	3260.567	0.327026	22.676
FBtr0074809	2896	2695.567	24.292272	1392.556
FBtr0335137	3353	3152.567	0.467590	31.349
FBtr0346141	373	175.649	2.313169	8.641
FBtr0085611	272	97.336	30.608667	63.359
FBtr0074029	585	384.567	0.611370	5.000
FBtr0075388	1505	1304.567	0.242997	6.742
FBtr0343534	2295	2094.567	0.257195	11.456
FBtr0086001	1762	1561.567	0.180674	6.000
FBtr0321315	1239	1038.567	0.000000	0.000
FBtr0333037	2846	2645.567	1.799793	101.259
FBtr0075724	2737	2536.567	4.189239	225.983
FBtr0075723	2084	1883.567	1.317073	52.758
FBtr0342770	3744	3543.567	3.625331	273.201
FBtr0070420	3766	3565.567	62.222802	4718.157
FBtr0342771	3838	3637.567	1.895620	146.641
FBtr0333323	2883	2682.567	5.674175	323.704
FBtr0333322	2930	2729.567	2.638958	153.187
FBtr0074137	2347	2146.567	2.752401	125.646
FBtr0074135	2386	2185.567	44.933320	2088.463
FBtr0308136	1697	1496.567	0.065735	2.092
FBtr0080237	698	497.567	0.000000	0.000
FBtr0300638	3446	3245.567	0.014488	1.000
FBtr0073729	466	265.691	98.606067	557.154
FBtr0084836	743	542.567	27.386701	316.000
FBtr0082430	1248	1047.567	0.204193	4.549
FBtr0335211	1142	941.567	27.049715	541.637
FBtr0076857	1307	1106.567	0.679905	16.000
FBtr0300424	902	701.567	1.876700	28.000
FBtr0083860	1793	1592.567	5.890932	199.515
FBtr0302327	1744	1543.567	117.067204	3842.863
FBtr0083861	1877	1676.567	18.501541	659.664
FBtr0083086	1479	1278.567	16.847700	458.098
FBtr0334589	2552	2351.567	2.501325	125.090
FBtr0091874	595	394.567	1.990371	16.701
FBtr0073935	992	791.567	0.153603	2.586
FBtr0073300	818	617.567	0.000000	0.000
FBtr0073299	2460	2259.567	0.000000	0.000
FBtr0088841	1522	1321.567	2.541921	71.441
FBtr0088842	1468	1267.567	43.669891	1177.192
FBtr0345599	2094	1893.567	0.037779	1.521
FBtr0070422	1749	1548.567	0.056171	1.850
FBtr0342772	681	480.567	0.030431	0.311
FBtr0070421	1547	1346.567	0.360302	10.318
FBtr0333023	2495	2294.567	0.067891	3.313
FBtr0075579	1678	1477.567	0.059004	1.854
FBtr0072248	2815	2614.567	0.036727	2.042
FBtr0345620	2931	2730.567	0.049858	2.895
FBtr0072247	2800	2599.567	0.055400	3.063
FBtr0072253	1306	1105.567	1.434237	33.721
FBtr0343432	1090	889.567	32.529864	615.397
FBtr0073127	1478	1277.567	0.127475	3.463
FBtr0073128	1471	1270.567	0.130886	3.537
FBtr0079458	1541	1340.567	0.004390	0.125
FBtr0079460	1595	1394.567	0.578751	17.164
FBtr0079462	1526	1325.567	0.004423	0.125
FBtr0079461	1505	1304.567	0.045704	1.268
FBtr0079459	1585	1384.567	0.622111	18.318
FBtr0081997	1156	955.567	23.846777	484.602
FBtr0081996	1257	1056.567	0.977650	21.967
FBtr0336761	1233	1032.567	10.083845	221.431
FBtr0336637	3026	2825.567	0.031411	1.887
FBtr0300693	1964	1763.567	0.027132	1.018
FBtr0336636	3290	3089.567	0.034704	2.280
FBtr0071797	3770	3569.567	0.027546	2.091
FBtr0336638	1523	1322.567	0.025729	0.724
FBtr0087382	5033	4832.567	30.615518	3146.399
FBtr0339998	5235	5034.567	0.979713	104.895
FBtr0301478	2790	2589.567	18.574811	1022.930
FBtr0089521	2653	2452.567	11.569050	603.410
FBtr0306351	2221	2020.567	1.487595	63.922
FBtr0306350	2503	2302.567	2.507842	122.802
FBtr0301477	4782	4581.567	1.076994	104.935
FBtr0300224	1562	1361.567	0.064140	1.857
FBtr0114515	1508	1307.567	0.067741	1.884
FBtr0087406	329	137.637	0.341642	1.000
FBtr0072888	2130	1929.567	0.000000	0.000
FBtr0085859	1170	969.567	0.000003	0.000
FBtr0334894	6412	6211.567	50.474869	6667.617
FBtr0084460	6624	6423.567	5.566771	760.456
FBtr0304567	3987	3786.567	2.209544	177.927
FBtr0070907	2510	2309.567	105.095864	5161.910
FBtr0070906	2636	2435.567	0.920545	47.680
FBtr0305911	1961	1760.567	14.231780	532.851
FBtr0289953	2161	1960.567	6.265406	261.231
FBtr0305910	2015	1814.567	5.258384	202.918
FBtr0088312	1656	1455.567	0.451432	13.974
FBtr0088313	2297	2096.567	0.194689	8.680
FBtr0088311	2351	2150.567	0.276376	12.640
FBtr0304592	2591	2390.567	0.721999	36.706
FBtr0088882	1935	1734.567	60.697221	2239.000
FBtr0079894	2382	2181.567	17.930686	831.878
FBtr0331635	2356	2155.567	3.141798	144.024
FBtr0345615	2623	2422.567	3.974527	204.765
FBtr0071338	3399	3198.567	106.200868	7224.001
FBtr0334508	4486	4285.567	0.075613	6.891
FBtr0085746	3506	3305.567	0.058448	4.109
FBtr0085085	1541	1340.567	58.926095	1679.927
FBtr0085084	2075	1874.567	4.316363	172.073
FBtr0079304	905	704.567	0.066973	1.004
FBtr0079732	925	724.567	0.000000	0.000
FBtr0071108	3145	2944.567	0.379447	23.761
FBtr0340139	3231	3030.567	0.814540	52.497
FBtr0071107	3426	3225.567	35.343463	2424.429
FBtr0340138	4238	4037.567	4.942993	424.428
FBtr0309839	4403	4202.567	0.619644	55.380
FBtr0309836	4378	4177.567	0.684061	60.773
FBtr0309837	3952	3751.567	19.669883	1569.310
FBtr0073144	4107	3906.567	116.924232	9713.910
FBtr0309838	4006	3805.567	13.467324	1089.921
FBtr0075152	2917	2716.567	27.113552	1566.394
FBtr0300092	607	406.567	0.005972	0.052
FBtr0073892	1096	895.567	0.000000	0.000
FBtr0343143	1534	1333.567	0.632788	17.946
FBtr0332630	1663	1462.567	7.811594	242.968
FBtr0332631	1364	1163.567	95.688847	2367.810
FBtr0332632	5997	5796.567	16.131496	1988.565
FBtr0301268	1587	1386.567	0.542606	16.000
FBtr0085909	2020	1819.567	0.465168	18.000
FBtr0080763	2304	2103.567	25.505572	1141.000
FBtr0086733	1297	1096.567	25.557416	596.000
FBtr0087262	852	651.567	144.336733	2000.000
FBtr0303232	702	501.567	8.062608	86.000
FBtr0344155	6716	6515.567	20.828747	2886.089
FBtr0070316	6065	5864.567	11.095988	1383.873
FBtr0344279	6745	6544.567	0.043110	6.000
FBtr0076133	3030	2829.567	0.216078	13.002
FBtr0082259	2901	2700.567	38.012571	2183.114
FBtr0079708	1718	1517.567	15.257643	492.413
FBtr0330181	847	646.567	0.033338	0.458
FBtr0074894	650	449.567	128.813307	1231.542
FBtr0082726	2913	2712.567	3.407886	196.589
FBtr0331429	2603	2402.567	1.198895	61.256
FBtr0331428	2948	2747.567	4.839094	282.753
FBtr0082727	2606	2405.567	1.013741	51.861
FBtr0301219	3098	2897.567	2.280740	140.541
FBtr0088166	1239	1038.567	0.000000	0.000
FBtr0310646	1830	1629.567	4.763733	165.087
FBtr0073730	1370	1169.567	216.340624	5380.930
FBtr0079724	633	432.567	27.974960	257.346
FBtr0346454	899	698.567	1.790435	26.599
FBtr0100541	611	410.567	5520.811723	48203.761
FBtr0343865	1567	1366.567	0.393531	11.437
FBtr0079324	1294	1093.567	0.041926	0.975
FBtr0079598	1156	955.567	53.773048	1092.748
FBtr0081220	1093	892.567	1.794302	34.059
FBtr0300823	1159	958.567	0.889004	18.123
FBtr0081221	1054	853.567	8.974677	162.911
FBtr0310645	979	778.567	9.406361	155.744
FBtr0081219	1084	883.567	0.758916	14.260
FBtr0075314	465	264.696	97.528171	549.000
FBtr0070136	2103	1902.567	8.008882	324.046
FBtr0070137	2193	1992.567	1.848261	78.320
FBtr0070135	2124	1923.567	8.626849	352.902
FBtr0076688	2391	2190.567	31.741508	1478.694
FBtr0346546	2609	2408.567	0.597888	30.625
FBtr0302935	3103	2902.567	12.606433	778.160
FBtr0082329	3115	2914.567	4.095363	253.840
FBtr0344017	5279	5078.567	1.109330	119.811
FBtr0091678	6366	6165.567	10.653444	1396.874
FBtr0344016	5395	5194.567	0.841457	92.956
FBtr0342985	4422	4221.567	7.042105	632.223
FBtr0071815	4360	4159.567	26.333080	2329.400
FBtr0071816	4190	3989.567	2.051015	174.016
FBtr0071813	4216	4015.567	213.346238	18219.067
FBtr0342986	4124	3923.567	6.147559	512.954
FBtr0071814	4255	4054.567	11.477562	989.665
FBtr0083049	682	481.567	75.467710	772.880
FBtr0079593	751	550.567	3.543133	41.485
FBtr0332415	1011	810.567	5.413351	93.315
FBtr0345640	3934	3733.567	14.160897	1124.369
FBtr0077562	3784	3583.567	46.944250	3577.603
FBtr0085387	5031	4830.567	8.852073	909.363
FBtr0085386	4880	4679.567	15.204127	1513.078
FBtr0085614	355	159.515	20.551473	69.717
FBtr0303924	5093	4892.567	0.066291	6.897
FBtr0303923	5120	4919.567	0.306845	32.103
FBtr0300811	4420	4219.567	14.420414	1294.017
FBtr0340626	2866	2665.567	0.058573	3.320
FBtr0340627	2995	2794.567	0.092416	5.492
FBtr0340628	2870	2669.567	0.058371	3.314
FBtr0087784	1976	1775.567	144.418343	5453.228
FBtr0332882	2246	2045.567	2.910960	126.632
FBtr0339391	1899	1698.567	45.556829	1645.623
FBtr0084095	7188	6987.567	1.307792	194.339
FBtr0343807	7002	6801.567	0.308335	44.599
FBtr0343805	4551	4350.567	4.060528	375.684
FBtr0343806	4719	4518.567	16.063585	1543.610
FBtr0086801	711	510.567	1.225094	13.302
FBtr0344145	6340	6139.567	0.164827	21.521
FBtr0100454	3868	3667.567	0.032304	2.520
FBtr0082255	6557	6356.567	0.019557	2.644
FBtr0082256	4226	4025.567	0.039766	3.404
FBtr0100455	2462	2261.567	0.025005	1.203
FBtr0088783	1907	1706.567	46.870919	1701.065
FBtr0301333	1977	1776.567	0.013234	0.500
FBtr0332689	1974	1773.567	0.013257	0.500
FBtr0086107	5316	5115.567	39.645272	4313.000
FBtr0072159	694	493.567	1.047979	11.000
FBtr0076218	2574	2373.567	2.230923	112.611
FBtr0076219	2478	2277.567	41.506368	2010.389
FBtr0113346	1241	1040.567	0.677840	15.000
FBtr0100083	570	369.567	0.254473	2.000
FBtr0079765	644	443.567	0.106010	1.000
FBtr0071734	1182	981.567	0.047906	1.000
